Zone,Period,Regime,Sector,Ann_Return,Index_Return,Alpha,Max_Drawdown
US,P1 (2005-2012),GOLDILOCKS,XLK,0.13877261136377536,0.12397070695582887,0.014801904407946487,-0.04090234310917943
US,P1 (2005-2012),GOLDILOCKS,XLY,0.1626535421151843,0.12397070695582887,0.038682835159355416,-0.05635753969040681
US,P1 (2005-2012),GOLDILOCKS,XLF,0.2031161498435162,0.12397070695582887,0.07914544288768732,-0.5736595836922623
US,P1 (2005-2012),GOLDILOCKS,XLE,-0.0338609243732934,0.12397070695582887,-0.15783163132912226,-0.14513942712507807
US,P1 (2005-2012),GOLDILOCKS,XLB,0.21928556695304177,0.12397070695582887,0.0953148599972129,-0.13009630713963938
US,P1 (2005-2012),GOLDILOCKS,XLRE,0.0,0.12397070695582887,-0.12397070695582887,
US,P1 (2005-2012),GOLDILOCKS,XLC,0.0,0.12397070695582887,-0.12397070695582887,
US,P1 (2005-2012),GOLDILOCKS,XLU,0.001979169702383615,0.12397070695582887,-0.12199153725344526,-0.06601132952742753
US,P1 (2005-2012),GOLDILOCKS,XLV,0.15585474067515276,0.12397070695582887,0.031884033719323884,-0.053090493254439305
US,P1 (2005-2012),GOLDILOCKS,XLI,0.24638956479478155,0.12397070695582887,0.12241885783895268,-0.06967440092088545
US,P1 (2005-2012),GOLDILOCKS,DBC,-0.09532129791606651,0.12397070695582887,-0.21929200487189537,-0.18080058051167158
US,P1 (2005-2012),REFLATION,XLK,0.18166827484099565,0.1492940095504221,0.03237426529057355,-0.37333836160135336
US,P1 (2005-2012),REFLATION,XLY,0.2022619174206073,0.1492940095504221,0.05296790787018521,-0.44046625624790314
US,P1 (2005-2012),REFLATION,XLF,0.11752543256226022,0.1492940095504221,-0.03176857698816188,-0.6842912878308072
US,P1 (2005-2012),REFLATION,XLE,0.22917244712929433,0.1492940095504221,0.07987843757887222,-0.414535600695417
US,P1 (2005-2012),REFLATION,XLB,0.2014223874533008,0.1492940095504221,0.05212837790287869,-0.4210144277853226
US,P1 (2005-2012),REFLATION,XLRE,0.0,0.1492940095504221,-0.1492940095504221,
US,P1 (2005-2012),REFLATION,XLC,0.0,0.1492940095504221,-0.1492940095504221,
US,P1 (2005-2012),REFLATION,XLU,0.15792936432495544,0.1492940095504221,0.008635354774533338,-0.3613372955141366
US,P1 (2005-2012),REFLATION,XLV,0.1316629624348729,0.1492940095504221,-0.017631047115549192,-0.3051276556044249
US,P1 (2005-2012),REFLATION,XLI,0.21790727289372994,0.1492940095504221,0.06861326334330783,-0.4865906319713242
US,P1 (2005-2012),REFLATION,DBC,0.16920846145414173,0.1492940095504221,0.019914451903719627,-0.32512952426467107
US,P1 (2005-2012),STAGFLATION,XLK,0.015496467762864242,-0.03916607543331715,0.05466254319618139,-0.3824105248164005
US,P1 (2005-2012),STAGFLATION,XLY,-0.3211043399372549,-0.03916607543331715,-0.2819382645039378,-0.379687792201188
US,P1 (2005-2012),STAGFLATION,XLF,-0.20653502431692422,-0.03916607543331715,-0.16736894888360707,-0.6697030388524143
US,P1 (2005-2012),STAGFLATION,XLE,0.3943186377208539,-0.03916607543331715,0.43348471315417103,-0.4686381263460745
US,P1 (2005-2012),STAGFLATION,XLB,0.10419649044506188,-0.03916607543331715,0.14336256587837903,-0.42947482957544103
US,P1 (2005-2012),STAGFLATION,XLRE,0.0,-0.03916607543331715,0.03916607543331715,
US,P1 (2005-2012),STAGFLATION,XLC,0.0,-0.03916607543331715,0.03916607543331715,
US,P1 (2005-2012),STAGFLATION,XLU,0.22715207158867448,-0.03916607543331715,0.26631814702199164,-0.38802313638937697
US,P1 (2005-2012),STAGFLATION,XLV,0.1821842355945243,-0.03916607543331715,0.22135031102784145,-0.32070621157459583
US,P1 (2005-2012),STAGFLATION,XLI,-0.15656923337987375,-0.03916607543331715,-0.11740315794655659,-0.4405074448785957
US,P1 (2005-2012),STAGFLATION,DBC,0.6570128143235573,-0.03916607543331715,0.6961788897568745,-0.5498589692219326
US,P1 (2005-2012),DEFLATION,XLK,-0.1266054761130303,-0.18314113362588919,0.05653565751285888,-0.4422572081938448
US,P1 (2005-2012),DEFLATION,XLY,0.02832522312157697,-0.18314113362588919,0.21146635674746617,-0.4983240388698788
US,P1 (2005-2012),DEFLATION,XLF,-0.170747132791518,-0.18314113362588919,0.012394000834371172,-0.791579239234659
US,P1 (2005-2012),DEFLATION,XLE,-0.27886908347036554,-0.18314113362588919,-0.09572794984447636,-0.5331392039704225
US,P1 (2005-2012),DEFLATION,XLB,-0.19896957790447833,-0.18314113362588919,-0.01582844427858915,-0.5474848135029317
US,P1 (2005-2012),DEFLATION,XLRE,0.0,-0.18314113362588919,0.18314113362588919,
US,P1 (2005-2012),DEFLATION,XLC,0.0,-0.18314113362588919,0.18314113362588919,
US,P1 (2005-2012),DEFLATION,XLU,-0.1908060709969648,-0.18314113362588919,-0.007664937371075625,-0.44221147826140134
US,P1 (2005-2012),DEFLATION,XLV,-0.15699286659959294,-0.18314113362588919,0.026148267026296246,-0.3778611519605348
US,P1 (2005-2012),DEFLATION,XLI,-0.18010205510811642,-0.18314113362588919,0.0030390785177727697,-0.5817659923711642
US,P1 (2005-2012),DEFLATION,DBC,-0.45246382097818133,-0.18314113362588919,-0.26932268735229214,-0.5987763959747563
US,P2 (2013-2019),GOLDILOCKS,XLK,0.19696547705208092,0.11601790784441685,0.08094756920766408,-0.09430532924626339
US,P2 (2013-2019),GOLDILOCKS,XLY,0.16013485014100462,0.11601790784441685,0.044116942296587774,-0.09450850563885575
US,P2 (2013-2019),GOLDILOCKS,XLF,0.13394962364708618,0.11601790784441685,0.017931715802669335,-0.13013980911152986
US,P2 (2013-2019),GOLDILOCKS,XLE,-0.06348850986117925,0.11601790784441685,-0.1795064177055961,-0.29199952552693187
US,P2 (2013-2019),GOLDILOCKS,XLB,0.04647840893405539,0.11601790784441685,-0.06953949891036146,-0.14661476537050488
US,P2 (2013-2019),GOLDILOCKS,XLRE,0.07399815907971022,0.11601790784441685,-0.04201974876470663,-0.1097190311216626
US,P2 (2013-2019),GOLDILOCKS,XLC,0.03624074792745693,0.11601790784441685,-0.07977715991695991,-0.1219301952689433
US,P2 (2013-2019),GOLDILOCKS,XLU,0.09497567816421928,0.11601790784441685,-0.02104222968019756,-0.14659949830243388
US,P2 (2013-2019),GOLDILOCKS,XLV,0.2016356550914274,0.11601790784441685,0.08561774724701054,-0.13465190022300216
US,P2 (2013-2019),GOLDILOCKS,XLI,0.0865781196817131,0.11601790784441685,-0.029439788162703748,-0.10337488978791604
US,P2 (2013-2019),GOLDILOCKS,DBC,-0.1090261961989739,0.11601790784441685,-0.22504410404339076,-0.44468453287255594
US,P2 (2013-2019),REFLATION,XLK,0.21253711198081432,0.16548400032503244,0.04705311165578188,-0.10377248949006718
US,P2 (2013-2019),REFLATION,XLY,0.18458485860593174,0.16548400032503244,0.019100858280899302,-0.08469258456432874
US,P2 (2013-2019),REFLATION,XLF,0.22626699217885127,0.16548400032503244,0.06078299185381883,-0.10447478617330636
US,P2 (2013-2019),REFLATION,XLE,0.13086968276854305,0.16548400032503244,-0.03461431755648939,-0.32773026385541315
US,P2 (2013-2019),REFLATION,XLB,0.14653210920542836,0.16548400032503244,-0.018951891119604075,-0.1098904220620199
US,P2 (2013-2019),REFLATION,XLRE,0.004361405644137035,0.16548400032503244,-0.1611225946808954,-0.12758411810751086
US,P2 (2013-2019),REFLATION,XLC,0.0,0.16548400032503244,-0.16548400032503244,
US,P2 (2013-2019),REFLATION,XLU,0.12336034348343036,0.16548400032503244,-0.042123656841602075,-0.1392619729388952
US,P2 (2013-2019),REFLATION,XLV,0.18503130984764976,0.16548400032503244,0.019547309522617323,-0.12003483552467717
US,P2 (2013-2019),REFLATION,XLI,0.18348136064867984,0.16548400032503244,0.017997360323647404,-0.1129779496226685
US,P2 (2013-2019),REFLATION,DBC,0.006615301188257563,0.16548400032503244,-0.15886869913677487,-0.5092689762011685
US,P2 (2013-2019),STAGFLATION,XLK,-0.03932273365319161,-0.041118473196833705,0.0017957395436420942,0.0
US,P2 (2013-2019),STAGFLATION,XLY,0.19501259030679363,-0.041118473196833705,0.23613106350362734,0.0
US,P2 (2013-2019),STAGFLATION,XLF,-0.36429687838233815,-0.041118473196833705,-0.32317840518550445,0.0
US,P2 (2013-2019),STAGFLATION,XLE,-0.5290819612526552,-0.041118473196833705,-0.48796348805582146,0.0
US,P2 (2013-2019),STAGFLATION,XLB,-3.1671084951738413,-0.041118473196833705,-3.1259900219770076,0.0
US,P2 (2013-2019),STAGFLATION,XLRE,2.1192418470217502,-0.041118473196833705,2.160360320218584,0.0
US,P2 (2013-2019),STAGFLATION,XLC,0.0,-0.041118473196833705,0.041118473196833705,
US,P2 (2013-2019),STAGFLATION,XLU,2.018822512777982,-0.041118473196833705,2.0599409859748157,0.0
US,P2 (2013-2019),STAGFLATION,XLV,0.7600479290813686,-0.041118473196833705,0.8011664022782023,0.0
US,P2 (2013-2019),STAGFLATION,XLI,-0.8302175352898973,-0.041118473196833705,-0.7890990620930636,0.0
US,P2 (2013-2019),STAGFLATION,DBC,1.7668579566662321,-0.041118473196833705,1.8079764298630658,0.0
US,P2 (2013-2019),DEFLATION,XLK,0.0452967463039287,-0.008674791577379368,0.05397153788130807,-0.18297214097500356
US,P2 (2013-2019),DEFLATION,XLY,0.03971682533617368,-0.008674791577379368,0.04839161691355305,-0.16061709150742182
US,P2 (2013-2019),DEFLATION,XLF,-0.1165883256377599,-0.008674791577379368,-0.10791353406038053,-0.19678468512028194
US,P2 (2013-2019),DEFLATION,XLE,-0.015156570590258558,-0.008674791577379368,-0.006481779012879191,-0.35668828014067827
US,P2 (2013-2019),DEFLATION,XLB,0.15654923140601304,-0.008674791577379368,0.1652240229833924,-0.19027311516894838
US,P2 (2013-2019),DEFLATION,XLRE,0.20377103312104877,-0.008674791577379368,0.21244582469842815,-0.13422397986205645
US,P2 (2013-2019),DEFLATION,XLC,-0.009724986003568248,-0.008674791577379368,-0.0010501944261888801,-0.15684950959638724
US,P2 (2013-2019),DEFLATION,XLU,0.2455957854789363,-0.008674791577379368,0.25427057705631567,-0.10175416959687354
